OBJECTID *,Symbol,Description,Symbol_Description,FGDCPageNumber,AzimuthMeasurementConvention,PointOfObservation,FGDC_Symbols_ID,created_user,created_date,last_edited_user,last_edited_date
173,02.06.12,"Strike-slip fault, left-lateral offset—Identity or existence are questionable. Location is approximate. Arrows show relative motion.","02.06.12 Strike-slip fault, left-lateral offset—Identity or existence are questionable. Location is approximate. Arrows show relative motion.",A-2-5,not applicable,not applicable,FGDC0173,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
174,02.06.13,"Strike-slip fault, left-lateral offset—Identity and existence are certain. Location is inferred. Arrows show relative motion.","02.06.13 Strike-slip fault, left-lateral offset—Identity and existence are certain. Location is inferred. Arrows show relative motion.",A-2-5,not applicable,not applicable,FGDC0174,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
175,02.06.14,"Strike-slip fault, left-lateral offset—Identity or existence are questionable. Location is inferred. Arrows show relative motion.","02.06.14 Strike-slip fault, left-lateral offset—Identity or existence are questionable. Location is inferred. Arrows show relative motion.",A-2-5,not applicable,not applicable,FGDC0175,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
176,02.06.15,"Strike-slip fault, left-lateral offset—Identity and existence are certain. Location is concealed. Arrows show relative motion.","02.06.15 Strike-slip fault, left-lateral offset—Identity and existence are certain. Location is concealed. Arrows show relative motion.",A-2-5,not applicable,not applicable,FGDC0176,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
177,02.06.16,"Strike-slip fault, left-lateral offset—Identity or existence are questionable. Location is concealed. Arrows show relative motion.","02.06.16 Strike-slip fault, left-lateral offset—Identity or existence are questionable. Location is concealed. Arrows show relative motion.",A-2-5,not applicable,not applicable,FGDC0177,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
178,02.07.01,"Oblique-slip fault, right-lateral offset—Identity and existence are certain. Location is accurate. Arrows show relative motion; ball and bar on downthrown block.","02.07.01 Oblique-slip fault, right-lateral offset—Identity and existence are certain. Location is accurate. Arrows show relative motion; ball and bar on downthrown block.",A-2-6,not applicable,not applicable,FGDC0178,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
179,02.07.02,"Oblique-slip fault, right-lateral offset—Identity or existence are questionable. Location is accurate. Arrows show relative motion; ball and bar on downthrown block.","02.07.02 Oblique-slip fault, right-lateral offset—Identity or existence are questionable. Location is accurate. Arrows show relative motion; ball and bar on downthrown block.",A-2-6,not applicable,not applicable,FGDC0179,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
180,02.07.03,"Oblique-slip fault, right-lateral offset—Identity and existence are certain. Location is approximate. Arrows show relative motion; ball and bar on downthrown block.","02.07.03 Oblique-slip fault, right-lateral offset—Identity and existence are certain. Location is approximate. Arrows show relative motion; ball and bar on downthrown block.",A-2-6,not applicable,not applicable,FGDC0180,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
181,02.07.04,"Oblique-slip fault, right-lateral offset—Identity or existence are questionable. Location is approximate. Arrows show relative motion; ball and bar on downthrown block.","02.07.04 Oblique-slip fault, right-lateral offset—Identity or existence are questionable. Location is approximate. Arrows show relative motion; ball and bar on downthrown block.",A-2-6,not applicable,not applicable,FGDC0181,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
182,02.07.05,"Oblique-slip fault, right-lateral offset—Identity and existence are certain. Location is inferred. Arrows show relative motion; ball and bar on downthrown block.","02.07.05 Oblique-slip fault, right-lateral offset—Identity and existence are certain. Location is inferred. Arrows show relative motion; ball and bar on downthrown block.",A-2-6,not applicable,not applicable,FGDC0182,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
183,02.07.06,"Oblique-slip fault, right-lateral offset—Identity or existence are questionable. Location is inferred. Arrows show relative motion; ball and bar on downthrown block.","02.07.06 Oblique-slip fault, right-lateral offset—Identity or existence are questionable. Location is inferred. Arrows show relative motion; ball and bar on downthrown block.",A-2-6,not applicable,not applicable,FGDC0183,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
184,02.07.07,"Oblique-slip fault, right-lateral offset—Identity and existence are certain. Location is concealed. Arrows show relative motion; ball and bar on downthrown block.","02.07.07 Oblique-slip fault, right-lateral offset—Identity and existence are certain. Location is concealed. Arrows show relative motion; ball and bar on downthrown block.",A-2-6,not applicable,not applicable,FGDC0184,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
185,02.07.08,"Oblique-slip fault, right-lateral offset—Identity or existence are questionable. Location is concealed. Arrows show relative motion; ball and bar on downthrown block.","02.07.08 Oblique-slip fault, right-lateral offset—Identity or existence are questionable. Location is concealed. Arrows show relative motion; ball and bar on downthrown block.",A-2-6,not applicable,not applicable,FGDC0185,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
186,02.07.09,"Oblique-slip fault, left-lateral offset—Identity and existence are certain. Location is accurate. Arrows show relative motion; ball and bar on downthrown block.","02.07.09 Oblique-slip fault, left-lateral offset—Identity and existence are certain. Location is accurate. Arrows show relative motion; ball and bar on downthrown block.",A-2-6,not applicable,not applicable,FGDC0186,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
187,02.07.10,"Oblique-slip fault, left-lateral offset—Identity or existence are questionable. Location is accurate. Arrows show relative motion; ball and bar on downthrown block.","02.07.10 Oblique-slip fault, left-lateral offset—Identity or existence are questionable. Location is accurate. Arrows show relative motion; ball and bar on downthrown block.",A-2-6,not applicable,not applicable,FGDC0187,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
188,02.07.11,"Oblique-slip fault, left-lateral offset—Identity and existence are certain. Location is approximate. Arrows show relative motion; ball and bar on downthrown block.","02.07.11 Oblique-slip fault, left-lateral offset—Identity and existence are certain. Location is approximate. Arrows show relative motion; ball and bar on downthrown block.",A-2-6,not applicable,not applicable,FGDC0188,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
189,02.07.12,"Oblique-slip fault, left-lateral offset—Identity or existence are questionable. Location is approximate. Arrows show relative motion; ball and bar on downthrown block.","02.07.12 Oblique-slip fault, left-lateral offset—Identity or existence are questionable. Location is approximate. Arrows show relative motion; ball and bar on downthrown block.",A-2-6,not applicable,not applicable,FGDC0189,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
190,02.07.13,"Oblique-slip fault, left-lateral offset—Identity and existence are certain. Location is inferred. Arrows show relative motion; ball and bar on downthrown block.","02.07.13 Oblique-slip fault, left-lateral offset—Identity and existence are certain. Location is inferred. Arrows show relative motion; ball and bar on downthrown block.",A-2-6,not applicable,not applicable,FGDC0190,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
191,02.07.14,"Oblique-slip fault, left-lateral offset—Identity or existence are questionable. Location is inferred. Arrows show relative motion; ball and bar on downthrown block.","02.07.14 Oblique-slip fault, left-lateral offset—Identity or existence are questionable. Location is inferred. Arrows show relative motion; ball and bar on downthrown block.",A-2-6,not applicable,not applicable,FGDC0191,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
192,02.07.15,"Oblique-slip fault, left-lateral offset—Identity and existence are certain. Location is concealed. Arrows show relative motion; ball and bar on downthrown block.","02.07.15 Oblique-slip fault, left-lateral offset—Identity and existence are certain. Location is concealed. Arrows show relative motion; ball and bar on downthrown block.",A-2-6,not applicable,not applicable,FGDC0192,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
193,02.07.16,"Oblique-slip fault, left-lateral offset—Identity or existence are questionable. Location is concealed. Arrows show relative motion; ball and bar on downthrown block.","02.07.16 Oblique-slip fault, left-lateral offset—Identity or existence are questionable. Location is concealed. Arrows show relative motion; ball and bar on downthrown block.",A-2-6,not applicable,not applicable,FGDC0193,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
194,02.08.01,Thrust fault (1st option)—Identity and existence are certain. Location is accurate. Sawteeth on upper (tectonically higher) plate.,02.08.01 Thrust fault (1st option)—Identity and existence are certain. Location is accurate. Sawteeth on upper (tectonically higher) plate.,A-2-7,not applicable,not applicable,FGDC0194,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
195,02.08.02,Thrust fault (1st option)—Identity or existence are questionable. Location is accurate. Sawteeth on upper (tectonically higher) plate.,02.08.02 Thrust fault (1st option)—Identity or existence are questionable. Location is accurate. Sawteeth on upper (tectonically higher) plate.,A-2-7,not applicable,not applicable,FGDC0195,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
196,02.08.03,Thrust fault (1st option)—Identity and existence are certain. Location is approximate. Sawteeth on upper (tectonically higher) plate.,02.08.03 Thrust fault (1st option)—Identity and existence are certain. Location is approximate. Sawteeth on upper (tectonically higher) plate.,A-2-7,not applicable,not applicable,FGDC0196,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
197,02.08.04,Thrust fault (1st option)—Identity or existence are questionable. Location is approximate. Sawteeth on upper (tectonically higher) plate.,02.08.04 Thrust fault (1st option)—Identity or existence are questionable. Location is approximate. Sawteeth on upper (tectonically higher) plate.,A-2-7,not applicable,not applicable,FGDC0197,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
198,02.08.05,Thrust fault (1st option)—Identity and existence are certain. Location is inferred. Sawteeth on upper (tectonically higher) plate.,02.08.05 Thrust fault (1st option)—Identity and existence are certain. Location is inferred. Sawteeth on upper (tectonically higher) plate.,A-2-7,not applicable,not applicable,FGDC0198,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
199,02.08.06,Thrust fault (1st option)—Identity or existence are questionable. Location is inferred. Sawteeth on upper (tectonically higher) plate.,02.08.06 Thrust fault (1st option)—Identity or existence are questionable. Location is inferred. Sawteeth on upper (tectonically higher) plate.,A-2-7,not applicable,not applicable,FGDC0199,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
200,02.08.07,Thrust fault (1st option)—Identity and existence are certain. Location is concealed. Sawteeth on upper (tectonically higher) plate.,02.08.07 Thrust fault (1st option)—Identity and existence are certain. Location is concealed. Sawteeth on upper (tectonically higher) plate.,A-2-7,not applicable,not applicable,FGDC0200,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
201,02.08.08,Thrust fault (1st option)—Identity or existence are questionable. Location is concealed. Sawteeth on upper (tectonically higher) plate.,02.08.08 Thrust fault (1st option)—Identity or existence are questionable. Location is concealed. Sawteeth on upper (tectonically higher) plate.,A-2-7,not applicable,not applicable,FGDC0201,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
202,02.08.09,Thrust fault (2nd option)—Identity and existence are certain. Location is accurate. Sawteeth on upper (tectonically higher) plate.,02.08.09 Thrust fault (2nd option)—Identity and existence are certain. Location is accurate. Sawteeth on upper (tectonically higher) plate.,A-2-7,not applicable,not applicable,FGDC0202,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
203,02.08.10,Thrust fault (2nd option)—Identity or existence are questionable. Location is accurate. Sawteeth on upper (tectonically higher) plate.,02.08.10 Thrust fault (2nd option)—Identity or existence are questionable. Location is accurate. Sawteeth on upper (tectonically higher) plate.,A-2-7,not applicable,not applicable,FGDC0203,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
204,02.08.11,Thrust fault (2nd option)—Identity and existence are certain. Location is approximate. Sawteeth on upper (tectonically higher) plate.,02.08.11 Thrust fault (2nd option)—Identity and existence are certain. Location is approximate. Sawteeth on upper (tectonically higher) plate.,A-2-7,not applicable,not applicable,FGDC0204,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
205,02.08.12,Thrust fault (2nd option)—Identity or existence are questionable. Location is approximate. Sawteeth on upper (tectonically higher) plate.,02.08.12 Thrust fault (2nd option)—Identity or existence are questionable. Location is approximate. Sawteeth on upper (tectonically higher) plate.,A-2-7,not applicable,not applicable,FGDC0205,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
206,02.08.13,Thrust fault (2nd option)—Identity and existence are certain. Location is inferred. Sawteeth on upper (tectonically higher) plate.,02.08.13 Thrust fault (2nd option)—Identity and existence are certain. Location is inferred. Sawteeth on upper (tectonically higher) plate.,A-2-7,not applicable,not applicable,FGDC0206,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
207,02.08.14,Thrust fault (2nd option)—Identity or existence are questionable. Location is inferred. Sawteeth on upper (tectonically higher) plate.,02.08.14 Thrust fault (2nd option)—Identity or existence are questionable. Location is inferred. Sawteeth on upper (tectonically higher) plate.,A-2-7,not applicable,not applicable,FGDC0207,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
208,02.08.15,Thrust fault (2nd option)—Identity and existence are certain. Location is concealed. Sawteeth on upper (tectonically higher) plate.,02.08.15 Thrust fault (2nd option)—Identity and existence are certain. Location is concealed. Sawteeth on upper (tectonically higher) plate.,A-2-7,not applicable,not applicable,FGDC0208,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
209,02.08.16,Thrust fault (2nd option)—Identity or existence are questionable. Location is concealed. Sawteeth on upper (tectonically higher) plate.,02.08.16 Thrust fault (2nd option)—Identity or existence are questionable. Location is concealed. Sawteeth on upper (tectonically higher) plate.,A-2-7,not applicable,not applicable,FGDC0209,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
210,02.08.17,Thrust fault (3rd option)—Identity and existence are certain. Location is accurate. Sawteeth on upper (tectonically higher) plate.,02.08.17 Thrust fault (3rd option)—Identity and existence are certain. Location is accurate. Sawteeth on upper (tectonically higher) plate.,A-2-7,not applicable,not applicable,FGDC0210,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
211,02.08.18,Thrust fault (3rd option)—Identity or existence are questionable. Location is accurate. Sawteeth on upper (tectonically higher) plate.,02.08.18 Thrust fault (3rd option)—Identity or existence are questionable. Location is accurate. Sawteeth on upper (tectonically higher) plate.,A-2-7,not applicable,not applicable,FGDC0211,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
212,02.08.19,Thrust fault (3rd option)—Identity and existence are certain. Location is approximate. Sawteeth on upper (tectonically higher) plate.,02.08.19 Thrust fault (3rd option)—Identity and existence are certain. Location is approximate. Sawteeth on upper (tectonically higher) plate.,A-2-7,not applicable,not applicable,FGDC0212,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
213,02.08.20,Thrust fault (3rd option)—Identity or existence are questionable. Location is approximate. Sawteeth on upper (tectonically higher) plate.,02.08.20 Thrust fault (3rd option)—Identity or existence are questionable. Location is approximate. Sawteeth on upper (tectonically higher) plate.,A-2-7,not applicable,not applicable,FGDC0213,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
214,02.08.21,Thrust fault (3rd option)—Identity and existence are certain. Location is inferred. Sawteeth on upper (tectonically higher) plate.,02.08.21 Thrust fault (3rd option)—Identity and existence are certain. Location is inferred. Sawteeth on upper (tectonically higher) plate.,A-2-7,not applicable,not applicable,FGDC0214,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
215,02.08.22,Thrust fault (3rd option)—Identity or existence are questionable. Location is inferred. Sawteeth on upper (tectonically higher) plate.,02.08.22 Thrust fault (3rd option)—Identity or existence are questionable. Location is inferred. Sawteeth on upper (tectonically higher) plate.,A-2-7,not applicable,not applicable,FGDC0215,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
216,02.08.23,Thrust fault (3rd option)—Identity and existence are certain. Location is concealed. Sawteeth on upper (tectonically higher) plate.,02.08.23 Thrust fault (3rd option)—Identity and existence are certain. Location is concealed. Sawteeth on upper (tectonically higher) plate.,A-2-7,not applicable,not applicable,FGDC0216,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
217,02.08.24,Thrust fault (3rd option)—Identity or existence are questionable. Location is concealed. Sawteeth on upper (tectonically higher) plate.,02.08.24 Thrust fault (3rd option)—Identity or existence are questionable. Location is concealed. Sawteeth on upper (tectonically higher) plate.,A-2-7,not applicable,not applicable,FGDC0217,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
218,02.09.01,Overturned thrust fault (1st option)—Identity and existence are certain. Location is accurate. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,02.09.01 Overturned thrust fault (1st option)—Identity and existence are certain. Location is accurate. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,A-2-8,not applicable,not applicable,FGDC0218,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
219,02.09.02,Overturned thrust fault (1st option)—Identity or existence are questionable. Location is accurate. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,02.09.02 Overturned thrust fault (1st option)—Identity or existence are questionable. Location is accurate. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,A-2-8,not applicable,not applicable,FGDC0219,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
220,02.09.03,Overturned thrust fault (1st option)—Identity and existence are certain. Location is approximate. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,02.09.03 Overturned thrust fault (1st option)—Identity and existence are certain. Location is approximate. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,A-2-8,not applicable,not applicable,FGDC0220,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
221,02.09.04,Overturned thrust fault (1st option)—Identity or existence are questionable. Location is approximate. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,02.09.04 Overturned thrust fault (1st option)—Identity or existence are questionable. Location is approximate. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,A-2-8,not applicable,not applicable,FGDC0221,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
222,02.09.05,Overturned thrust fault (1st option)—Identity and existence are certain. Location is inferred. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,02.09.05 Overturned thrust fault (1st option)—Identity and existence are certain. Location is inferred. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,A-2-8,not applicable,not applicable,FGDC0222,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
223,02.09.06,Overturned thrust fault (1st option)—Identity or existence are questionable. Location is inferred. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,02.09.06 Overturned thrust fault (1st option)—Identity or existence are questionable. Location is inferred. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,A-2-8,not applicable,not applicable,FGDC0223,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
224,02.09.07,Overturned thrust fault (1st option)—Identity and existence are certain. Location is concealed. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,02.09.07 Overturned thrust fault (1st option)—Identity and existence are certain. Location is concealed. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,A-2-8,not applicable,not applicable,FGDC0224,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
225,02.09.08,Overturned thrust fault (1st option)—Identity or existence are questionable. Location is concealed. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,02.09.08 Overturned thrust fault (1st option)—Identity or existence are questionable. Location is concealed. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,A-2-8,not applicable,not applicable,FGDC0225,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
226,02.09.09,Overturned thrust fault (2nd option)—Identity and existence are certain. Location is accurate. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,02.09.09 Overturned thrust fault (2nd option)—Identity and existence are certain. Location is accurate. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,A-2-8,not applicable,not applicable,FGDC0226,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
227,02.09.10,Overturned thrust fault (2nd option)—Identity or existence are questionable. Location is accurate. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,02.09.10 Overturned thrust fault (2nd option)—Identity or existence are questionable. Location is accurate. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,A-2-8,not applicable,not applicable,FGDC0227,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
228,02.09.11,Overturned thrust fault (2nd option)—Identity and existence are certain. Location is approximate. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,02.09.11 Overturned thrust fault (2nd option)—Identity and existence are certain. Location is approximate. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,A-2-8,not applicable,not applicable,FGDC0228,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
229,02.09.12,Overturned thrust fault (2nd option)—Identity or existence are questionable. Location is approximate. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,02.09.12 Overturned thrust fault (2nd option)—Identity or existence are questionable. Location is approximate. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,A-2-8,not applicable,not applicable,FGDC0229,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
230,02.09.13,Overturned thrust fault (2nd option)—Identity and existence are certain. Location is inferred. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,02.09.13 Overturned thrust fault (2nd option)—Identity and existence are certain. Location is inferred. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,A-2-8,not applicable,not applicable,FGDC0230,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
231,02.09.14,Overturned thrust fault (2nd option)—Identity or existence are questionable. Location is inferred. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,02.09.14 Overturned thrust fault (2nd option)—Identity or existence are questionable. Location is inferred. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,A-2-8,not applicable,not applicable,FGDC0231,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
232,02.09.15,Overturned thrust fault (2nd option)—Identity and existence are certain. Location is concealed. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,02.09.15 Overturned thrust fault (2nd option)—Identity and existence are certain. Location is concealed. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,A-2-8,not applicable,not applicable,FGDC0232,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
233,02.09.16,Overturned thrust fault (2nd option)—Identity or existence are questionable. Location is concealed. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,02.09.16 Overturned thrust fault (2nd option)—Identity or existence are questionable. Location is concealed. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,A-2-8,not applicable,not applicable,FGDC0233,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
234,02.09.17,Overturned thrust fault (3rd option)—Identity and existence are certain. Location is accurate. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,02.09.17 Overturned thrust fault (3rd option)—Identity and existence are certain. Location is accurate. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,A-2-8,not applicable,not applicable,FGDC0234,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
235,02.09.18,Overturned thrust fault (3rd option)—Identity or existence are questionable. Location is accurate. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,02.09.18 Overturned thrust fault (3rd option)—Identity or existence are questionable. Location is accurate. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,A-2-8,not applicable,not applicable,FGDC0235,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
236,02.09.19,Overturned thrust fault (3rd option)—Identity and existence are certain. Location is approximate. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,02.09.19 Overturned thrust fault (3rd option)—Identity and existence are certain. Location is approximate. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,A-2-8,not applicable,not applicable,FGDC0236,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
237,02.09.20,Overturned thrust fault (3rd option)—Identity or existence are questionable. Location is approximate. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,02.09.20 Overturned thrust fault (3rd option)—Identity or existence are questionable. Location is approximate. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,A-2-8,not applicable,not applicable,FGDC0237,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
238,02.09.21,Overturned thrust fault (3rd option)—Identity and existence are certain. Location is inferred. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,02.09.21 Overturned thrust fault (3rd option)—Identity and existence are certain. Location is inferred. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,A-2-8,not applicable,not applicable,FGDC0238,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
239,02.09.22,Overturned thrust fault (3rd option)—Identity or existence are questionable. Location is inferred. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,02.09.22 Overturned thrust fault (3rd option)—Identity or existence are questionable. Location is inferred. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,A-2-8,not applicable,not applicable,FGDC0239,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
240,02.09.23,Overturned thrust fault (3rd option)—Identity and existence are certain. Location is concealed. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,02.09.23 Overturned thrust fault (3rd option)—Identity and existence are certain. Location is concealed. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,A-2-8,not applicable,not applicable,FGDC0240,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
241,02.09.24,Overturned thrust fault (3rd option)—Identity or existence are questionable. Location is concealed. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,02.09.24 Overturned thrust fault (3rd option)—Identity or existence are questionable. Location is concealed. Bars on tectonically higher plate (footwall); sawteeth in direction of dip.,A-2-8,not applicable,not applicable,FGDC0241,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
242,02.10.01,Detachment fault (sense of slip unspecified) (1st option)—Identity and existence are certain. Location is accurate. Hachures are on the upper plate.,02.10.01 Detachment fault (sense of slip unspecified) (1st option)—Identity and existence are certain. Location is accurate. Hachures are on the upper plate.,A-2-9,not applicable,not applicable,FGDC0242,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
243,02.10.02,Detachment fault (sense of slip unspecified) (1st option)—Identity or existence are questionable. Location is accurate. Hachures are on the upper plate.,02.10.02 Detachment fault (sense of slip unspecified) (1st option)—Identity or existence are questionable. Location is accurate. Hachures are on the upper plate.,A-2-9,not applicable,not applicable,FGDC0243,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
244,02.10.03,Detachment fault (sense of slip unspecified) (1st option)—Identity and existence are certain. Location is approximate. Hachures are on the upper plate.,02.10.03 Detachment fault (sense of slip unspecified) (1st option)—Identity and existence are certain. Location is approximate. Hachures are on the upper plate.,A-2-9,not applicable,not applicable,FGDC0244,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
245,02.10.04,Detachment fault (sense of slip unspecified) (1st option)—Identity or existence are questionable. Location is approximate. Hachures are on the upper plate.,02.10.04 Detachment fault (sense of slip unspecified) (1st option)—Identity or existence are questionable. Location is approximate. Hachures are on the upper plate.,A-2-9,not applicable,not applicable,FGDC0245,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
246,02.10.05,Detachment fault (sense of slip unspecified) (1st option)—Identity and existence are certain. Location is inferred. Hachures are on the upper plate.,02.10.05 Detachment fault (sense of slip unspecified) (1st option)—Identity and existence are certain. Location is inferred. Hachures are on the upper plate.,A-2-9,not applicable,not applicable,FGDC0246,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
247,02.10.06,Detachment fault (sense of slip unspecified) (1st option)—Identity or existence are questionable. Location is inferred. Hachures are on the upper plate.,02.10.06 Detachment fault (sense of slip unspecified) (1st option)—Identity or existence are questionable. Location is inferred. Hachures are on the upper plate.,A-2-9,not applicable,not applicable,FGDC0247,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
